transactionID,customerID,franchiseID,dateTime,product,quantity,unitPrice,totalPrice,paymentMethod,cardNumber
1003122,2000253,3000023,2024-05-12T09:28:14.878Z,Outback Oatmeal,3,3,9,mastercard,2462449230899375
1003123,2000197,3000042,2024-05-16T19:40:05.053Z,Tokyo Tidbits,8,3,24,visa,4051289057826538
1003124,2000100,3000018,2024-05-01T22:26:10.837Z,Outback Oatmeal,2,3,6,amex,379133456684374
1003125,2000015,3000013,2024-05-04T04:58:09.496Z,Orchard Oasis,9,3,27,mastercard,2710974531679614
1003126,2000238,3000005,2024-05-01T04:55:32.892Z,Orchard Oasis,4,3,12,mastercard,2258228269864635
1003127,2000257,3000015,2024-05-09T13:59:10.561Z,Orchard Oasis,7,3,21,visa,4046279042920841
1003128,2000293,3000033,2024-05-03T18:18:22.974Z,Tokyo Tidbits,2,3,6,visa,4776265971833366
1003130,2000121,3000009,2024-05-06T05:33:51.687Z,Golden Gate Ginger,2,3,6,mastercard,5559199427634880
1003132,2000186,3000044,2024-05-08T01:21:20.119Z,Tokyo Tidbits,6,3,18,visa,4031053050692791
1003133,2000282,3000005,2024-05-13T09:37:03.969Z,Orchard Oasis,3,3,9,amex,347761781362214
1003134,2000141,3000006,2024-05-03T20:09:31.082Z,Tokyo Tidbits,5,3,15,mastercard,2475940586520644
1003135,2000156,3000017,2024-05-13T08:05:22.777Z,Orchard Oasis,3,3,9,visa,4772738502870846
1003136,2000036,3000001,2024-05-08T13:30:50.641Z,Austin Almond Biscotti,1,3,3,mastercard,2509967862489996
1003137,2000239,3000034,2024-05-12T00:50:21.569Z,Austin Almond Biscotti,6,3,18,mastercard,5454298950239152
1003139,2000233,3000032,2024-05-16T02:14:41.153Z,Outback Oatmeal,5,3,15,mastercard,2374753317447389
1003140,2000250,3000017,2024-05-15T05:46:34.644Z,Pearly Pies,9,3,27,amex,379578698817978
1003141,2000112,3000022,2024-05-02T00:42:25.949Z,Orchard Oasis,2,3,6,mastercard,5389454196500564
1003142,2000108,3000023,2024-05-11T18:42:46.107Z,Austin Almond Biscotti,6,3,18,mastercard,5535944063931382
1003143,2000216,3000036,2024-05-12T19:12:12.490Z,Orchard Oasis,9,3,27,visa,4577485235637152
1003144,2000227,3000011,2024-05-05T02:04:35.824Z,Austin Almond Biscotti,9,3,27,mastercard,2285773471162572
1003145,2000123,3000044,2024-05-02T18:02:08.916Z,Austin Almond Biscotti,9,3,27,visa,4398180714155720
1003148,2000026,3000012,2024-05-09T19:18:06.930Z,Outback Oatmeal,8,3,24,visa,4839915615676937
1003149,2000121,3000024,2024-05-13T19:30:12.105Z,Pearly Pies,5,3,15,amex,341575786351378
1003150,2000099,3000009,2024-05-06T04:20:38.686Z,Austin Almond Biscotti,10,3,30,amex,346616728432572
1003152,2000277,3000028,2024-05-03T20:51:16.540Z,Tokyo Tidbits,9,3,27,visa,4410214115811435
1003153,2000173,3000019,2024-05-14T15:00:33.477Z,Outback Oatmeal,2,3,6,mastercard,2249234126769407
1003154,2000002,3000022,2024-05-06T10:25:47.818Z,Outback Oatmeal,10,3,30,amex,341850845507538
1003155,2000019,3000016,2024-05-07T08:11:02.480Z,Golden Gate Ginger,7,3,21,mastercard,2366881280405611
1003156,2000016,3000036,2024-05-06T06:25:49.016Z,Golden Gate Ginger,7,3,21,amex,374641042777739
1003157,2000158,3000010,2024-05-16T03:30:59.281Z,Austin Almond Biscotti,10,3,30,mastercard,5206783959391907
1003158,2000243,3000045,2024-05-02T09:18:31.675Z,Orchard Oasis,7,3,21,mastercard,2246906858807777
1003159,2000065,3000013,2024-05-16T12:23:57.554Z,Outback Oatmeal,1,3,3,visa,4901240668723343
1003160,2000236,3000030,2024-05-17T04:55:11.613Z,Golden Gate Ginger,7,3,21,visa,4468824396819708
1003161,2000225,3000015,2024-05-07T13:41:05.657Z,Tokyo Tidbits,5,3,15,amex,379194234645848
1003162,2000232,3000007,2024-05-09T10:47:21.899Z,Austin Almond Biscotti,2,3,6,mastercard,2568961385182426
1003163,2000224,3000001,2024-05-01T07:06:39.447Z,Orchard Oasis,4,3,12,mastercard,5191565265664284
1003164,2000073,3000012,2024-05-08T09:20:11.726Z,Outback Oatmeal,9,3,27,amex,375948455308145
1003165,2000217,3000001,2024-05-01T00:03:28.344Z,Outback Oatmeal,9,3,27,amex,340527950114943
1003166,2000067,3000042,2024-05-09T18:50:04.539Z,Pearly Pies,4,3,12,amex,346247039107545
1003167,2000040,3000003,2024-05-16T08:46:47.510Z,Pearly Pies,3,3,9,mastercard,5275409634664155
1003168,2000250,3000045,2024-05-07T17:59:09.475Z,Pearly Pies,7,3,21,visa,4387141865037060
1003169,2000026,3000042,2024-05-16T12:30:47.738Z,Golden Gate Ginger,2,3,6,visa,4709313717089562
1003170,2000079,3000016,2024-05-03T19:48:32.436Z,Orchard Oasis,8,3,24,mastercard,2304063963007957
1003171,2000165,3000033,2024-05-17T11:26:06.856Z,Tokyo Tidbits,3,3,9,mastercard,5594259608699990
1003173,2000210,3000013,2024-05-13T22:34:38.490Z,Pearly Pies,7,3,21,visa,4279695266396376
1003174,2000067,3000024,2024-05-10T03:43:39.304Z,Pearly Pies,5,3,15,amex,375429547194181
1003175,2000080,3000012,2024-05-16T07:10:16.898Z,Outback Oatmeal,9,3,27,visa,4759908691539133
1003176,2000235,3000032,2024-05-01T05:44:08.655Z,Golden Gate Ginger,5,3,15,visa,4583478009840229
1003177,2000262,3000045,2024-05-14T06:44:51.582Z,Golden Gate Ginger,6,3,18,visa,4001263262249852
1003178,2000263,3000022,2024-05-03T13:49:31.367Z,Tokyo Tidbits,1,3,3,visa,4479138432311753
1003179,2000002,3000043,2024-05-13T02:40:21.351Z,Golden Gate Ginger,7,3,21,visa,4033230920202476
1003180,2000231,3000007,2024-05-10T08:57:40.065Z,Tokyo Tidbits,6,3,18,mastercard,2520847824646104
1003181,2000288,3000026,2024-05-03T10:11:23.357Z,Golden Gate Ginger,7,3,21,visa,4803765765846141
1003182,2000053,3000001,2024-05-01T14:56:33.221Z,Orchard Oasis,9,3,27,visa,4182060023319060
1003183,2000074,3000012,2024-05-15T00:40:00.547Z,Pearly Pies,2,3,6,mastercard,5201637432273972
1003185,2000067,3000032,2024-05-06T13:26:51.815Z,Orchard Oasis,6,3,18,amex,375652519200229
1003186,2000194,3000023,2024-05-10T16:42:42.432Z,Pearly Pies,5,3,15,mastercard,2396611533191823
1003187,2000296,3000033,2024-05-13T20:37:08.156Z,Golden Gate Ginger,1,3,3,visa,4224291392682446
1003188,2000227,3000018,2024-05-07T20:50:22.143Z,Tokyo Tidbits,7,3,21,visa,4969872258523300
1003189,2000153,3000029,2024-05-13T10:36:24.304Z,Austin Almond Biscotti,8,3,24,amex,371244490496184
1003190,2000141,3000016,2024-05-11T10:19:07.103Z,Orchard Oasis,6,3,18,amex,377557878017536
1003191,2000274,3000023,2024-05-02T19:40:10.715Z,Austin Almond Biscotti,7,3,21,visa,4115199324511827
1003192,2000000,3000023,2024-05-13T20:04:41.535Z,Pearly Pies,5,3,15,amex,343583351937728
1003193,2000186,3000044,2024-05-16T22:03:20.835Z,Austin Almond Biscotti,6,3,18,visa,4970520239457729
1003195,2000056,3000030,2024-05-06T12:21:32.372Z,Pearly Pies,6,3,18,amex,349013326237461
1003197,2000082,3000004,2024-05-07T02:34:52.951Z,Outback Oatmeal,5,3,15,mastercard,2292738672085774
1003200,2000138,3000032,2024-05-12T04:15:03.283Z,Pearly Pies,7,3,21,mastercard,5584840071452892
1003203,2000137,3000008,2024-05-06T13:03:23.802Z,Pearly Pies,4,3,12,amex,375670668527630
1003204,2000079,3000016,2024-05-16T03:29:59.147Z,Pearly Pies,6,3,18,amex,377877955820465
1003205,2000157,3000028,2024-05-14T14:00:15.845Z,Outback Oatmeal,4,3,12,visa,4322544689724235
1003206,2000010,3000007,2024-05-17T00:12:38.197Z,Orchard Oasis,3,3,9,amex,373204080880443
1003207,2000287,3000034,2024-05-08T22:17:46.084Z,Pearly Pies,9,3,27,mastercard,2312596655681340
1003208,2000104,3000019,2024-05-15T22:54:11.373Z,Orchard Oasis,10,3,30,visa,4503226758540392
1003209,2000204,3000034,2024-05-06T06:43:50.490Z,Austin Almond Biscotti,1,3,3,amex,349998728585188
1003210,2000238,3000011,2024-05-01T12:04:44.974Z,Golden Gate Ginger,9,3,27,visa,4663870785214368
1003211,2000003,3000025,2024-05-15T14:21:18.812Z,Austin Almond Biscotti,5,3,15,amex,344346820107409
1003212,2000200,3000004,2024-05-11T22:13:40.639Z,Golden Gate Ginger,6,3,18,amex,370202082364435
1003213,2000135,3000018,2024-05-03T08:28:01.242Z,Pearly Pies,1,3,3,amex,342065892358631
1003214,2000176,3000027,2024-05-10T12:32:48.918Z,Pearly Pies,10,3,30,visa,4635334475201131
1003215,2000055,3000009,2024-05-09T11:57:33.692Z,Outback Oatmeal,7,3,21,visa,4392100983463031
1003216,2000183,3000043,2024-05-03T15:19:22.453Z,Tokyo Tidbits,5,3,15,visa,4733148972002268
1003218,2000190,3000017,2024-05-13T01:11:04.883Z,Pearly Pies,5,3,15,mastercard,5338607314475777
1003219,2000132,3000030,2024-05-01T07:22:22.429Z,Pearly Pies,1,3,3,amex,372539382072418
1003220,2000037,3000009,2024-05-16T16:36:19.416Z,Austin Almond Biscotti,7,3,21,amex,344700604016303
1003221,2000018,3000013,2024-05-02T16:46:38.832Z,Pearly Pies,2,3,6,mastercard,2364867073263376
1003223,2000016,3000030,2024-05-16T03:49:38.247Z,Pearly Pies,6,3,18,visa,4378393622493927
1003224,2000040,3000034,2024-05-03T07:05:26.135Z,Austin Almond Biscotti,8,3,24,amex,379442162386194
1003226,2000136,3000044,2024-05-14T05:26:29.092Z,Outback Oatmeal,3,3,9,visa,4112838367310125
1003227,2000002,3000010,2024-05-03T05:53:36.622Z,Golden Gate Ginger,5,3,15,visa,4220184478516295
1003228,2000282,3000034,2024-05-12T05:44:37.555Z,Orchard Oasis,4,3,12,visa,4836868422851198
1003229,2000180,3000005,2024-05-15T07:57:50.791Z,Orchard Oasis,3,3,9,amex,376341330547211
1003232,2000260,3000027,2024-05-11T15:17:54.232Z,Orchard Oasis,9,3,27,mastercard,5474287041675900
1003233,2000014,3000040,2024-05-02T18:23:24.676Z,Tokyo Tidbits,5,3,15,visa,4891384922479284
1003234,2000166,3000015,2024-05-10T12:33:36.799Z,Golden Gate Ginger,5,3,15,mastercard,2706118047730679
1003235,2000081,3000019,2024-05-15T20:28:35.323Z,Orchard Oasis,3,3,9,visa,4971182557697540
1003237,2000222,3000008,2024-05-05T05:53:10.512Z,Outback Oatmeal,5,3,15,mastercard,2718805241640342
1003238,2000024,3000029,2024-05-08T16:59:57.052Z,Outback Oatmeal,9,3,27,amex,349879514229076
1003239,2000167,3000015,2024-05-02T08:23:20.797Z,Outback Oatmeal,2,3,6,amex,347459299128918
1003240,2000061,3000024,2024-05-04T22:40:17.111Z,Golden Gate Ginger,3,3,9,amex,348046486235108
1003241,2000259,3000005,2024-05-11T22:08:16.143Z,Austin Almond Biscotti,8,3,24,visa,4381953716868683
1003242,2000149,3000032,2024-05-07T00:52:44.944Z,Golden Gate Ginger,2,3,6,visa,4484676079275040
1003243,2000008,3000019,2024-05-01T21:15:04.727Z,Orchard Oasis,9,3,27,visa,4828944683787569
1003245,2000006,3000037,2024-05-14T15:15:57.252Z,Tokyo Tidbits,2,3,6,visa,4688641441322262
1003246,2000154,3000040,2024-05-14T16:35:39.782Z,Pearly Pies,2,3,6,amex,341154676865796
1003247,2000028,3000037,2024-05-06T15:28:03.353Z,Tokyo Tidbits,7,3,21,visa,4293729207010259
1003248,2000216,3000027,2024-05-13T10:18:03.088Z,Orchard Oasis,4,3,12,amex,349559607157489
1003249,2000227,3000009,2024-05-12T06:47:26.961Z,Orchard Oasis,9,3,27,amex,345784663585639
1003250,2000288,3000008,2024-05-06T02:50:45.037Z,Orchard Oasis,1,3,3,amex,342647361359040
1003252,2000190,3000028,2024-05-03T06:32:29.835Z,Outback Oatmeal,2,3,6,amex,373023122696546
1003253,2000191,3000022,2024-05-06T02:12:26.765Z,Pearly Pies,7,3,21,visa,4274816310095732
1003254,2000166,3000027,2024-05-14T19:58:38.224Z,Outback Oatmeal,8,3,24,amex,340918657847515
1003255,2000159,3000036,2024-05-06T05:05:12.407Z,Pearly Pies,8,3,24,visa,4583628669883709
1003256,2000084,3000033,2024-05-10T13:47:43.764Z,Orchard Oasis,10,3,30,amex,370528335469609
1003257,2000177,3000016,2024-05-10T13:12:10.894Z,Austin Almond Biscotti,2,3,6,visa,4469972644751618
1003258,2000249,3000027,2024-05-06T08:52:34.763Z,Orchard Oasis,10,3,30,mastercard,2685531439929581
1003259,2000181,3000010,2024-05-02T14:16:20.853Z,Golden Gate Ginger,5,3,15,mastercard,2290783299886529
1003260,2000196,3000029,2024-05-12T17:08:25.649Z,Tokyo Tidbits,10,3,30,visa,4800409041272904
1003261,2000295,3000003,2024-05-04T10:34:32.375Z,Golden Gate Ginger,6,3,18,mastercard,2235603049005006
1003263,2000065,3000030,2024-05-16T03:15:32.830Z,Outback Oatmeal,8,3,24,visa,4273390850778751
1003265,2000042,3000017,2024-05-07T21:27:50.109Z,Austin Almond Biscotti,9,3,27,amex,340452704664657
1003267,2000067,3000037,2024-05-08T02:57:26.510Z,Tokyo Tidbits,9,3,27,mastercard,5315031779704901
1003268,2000205,3000042,2024-05-01T08:25:21.302Z,Pearly Pies,10,3,30,visa,4229420750710813
1003270,2000169,3000018,2024-05-03T01:22:35.199Z,Orchard Oasis,4,3,12,amex,349794188424228
1003271,2000213,3000009,2024-05-15T03:29:35.023Z,Tokyo Tidbits,6,3,18,amex,379373740375039
1003272,2000020,3000016,2024-05-08T08:22:42.929Z,Orchard Oasis,5,3,15,visa,4450616108821448
1003273,2000068,3000019,2024-05-03T14:47:41.637Z,Tokyo Tidbits,10,3,30,mastercard,2707749102291659
1003274,2000239,3000018,2024-05-13T15:59:50.352Z,Austin Almond Biscotti,2,3,6,amex,379437251881055
1003275,2000229,3000012,2024-05-08T23:52:09.915Z,Outback Oatmeal,10,3,30,visa,4535241003400724
1003277,2000267,3000023,2024-05-09T17:19:07.140Z,Pearly Pies,7,3,21,amex,376201058099938
1003279,2000208,3000007,2024-05-07T09:40:24.137Z,Austin Almond Biscotti,9,3,27,amex,374244090081201
1003280,2000256,3000044,2024-05-04T23:15:07.608Z,Golden Gate Ginger,3,3,9,mastercard,5586198786472830
1003281,2000295,3000007,2024-05-16T07:49:09.798Z,Austin Almond Biscotti,1,3,3,visa,4156702068586242
1003282,2000254,3000006,2024-05-03T03:26:12.132Z,Outback Oatmeal,2,3,6,visa,4766651155629401
1003283,2000136,3000045,2024-05-13T05:56:45.790Z,Tokyo Tidbits,4,3,12,mastercard,2242396239961192
1003284,2000252,3000031,2024-05-05T15:49:20.721Z,Tokyo Tidbits,7,3,21,visa,4849714690020568
1003285,2000121,3000003,2024-05-06T01:04:05.350Z,Tokyo Tidbits,4,3,12,visa,4225761241995909
1003286,2000114,3000043,2024-05-01T23:14:59.876Z,Golden Gate Ginger,1,3,3,visa,4157530808553613
1003287,2000071,3000025,2024-05-14T08:31:47.531Z,Golden Gate Ginger,5,3,15,amex,376827941167183
1003288,2000284,3000033,2024-05-16T23:46:27.799Z,Austin Almond Biscotti,8,3,24,mastercard,2609033592395687
1003289,2000004,3000026,2024-05-07T09:08:35.839Z,Austin Almond Biscotti,4,3,12,mastercard,2424479914911110
1003291,2000284,3000027,2024-05-17T06:51:21.992Z,Tokyo Tidbits,5,3,15,mastercard,5442232178232959
1003292,2000008,3000034,2024-05-07T21:11:39.767Z,Golden Gate Ginger,5,3,15,mastercard,2692233568804518
1003293,2000099,3000042,2024-05-12T07:49:12.713Z,Golden Gate Ginger,10,3,30,mastercard,2266298943146766
1003294,2000295,3000035,2024-05-11T10:55:25.467Z,Golden Gate Ginger,5,3,15,visa,4804661262774705
1003295,2000074,3000028,2024-05-04T07:19:54.756Z,Pearly Pies,6,3,18,amex,379121033863686
1003297,2000121,3000017,2024-05-04T17:34:45.482Z,Golden Gate Ginger,3,3,9,visa,4366422776747590
1003298,2000158,3000003,2024-05-15T21:26:45.075Z,Pearly Pies,4,3,12,mastercard,2258086014394922
1003299,2000059,3000033,2024-05-14T17:03:25.496Z,Austin Almond Biscotti,4,3,12,visa,4467664552271208
1003300,2000021,3000001,2024-05-06T13:48:08.367Z,Outback Oatmeal,6,3,18,amex,374199962179089
1003301,2000201,3000001,2024-05-01T12:44:20.649Z,Austin Almond Biscotti,2,3,6,amex,342914423447944
1003302,2000084,3000025,2024-05-12T18:30:45.451Z,Tokyo Tidbits,8,3,24,mastercard,5324216032161655
1003304,2000262,3000040,2024-05-09T12:08:22.994Z,Tokyo Tidbits,9,3,27,visa,4921522159903476
1003306,2000082,3000017,2024-05-04T02:23:15.057Z,Orchard Oasis,9,3,27,mastercard,2245807530974657
1003307,2000247,3000016,2024-05-04T16:42:14.113Z,Pearly Pies,2,3,6,amex,347792861862500
1003308,2000209,3000007,2024-05-02T16:28:02.949Z,Pearly Pies,3,3,9,mastercard,2238359348059528
1003309,2000206,3000035,2024-05-11T01:25:59.596Z,Austin Almond Biscotti,8,3,24,visa,4825719250682739
1003310,2000191,3000004,2024-05-05T21:06:15.016Z,Pearly Pies,9,3,27,mastercard,2714794729096124
1003311,2000044,3000026,2024-05-03T06:06:37.550Z,Golden Gate Ginger,8,3,24,mastercard,2268277658188914
1003312,2000244,3000031,2024-05-11T15:19:40.309Z,Pearly Pies,4,3,12,mastercard,2700532391630283
1003313,2000121,3000027,2024-05-02T08:26:42.279Z,Tokyo Tidbits,7,3,21,amex,343853585829763
1003314,2000194,3000028,2024-05-06T10:18:46.664Z,Austin Almond Biscotti,7,3,21,amex,343706940405796
1003315,2000275,3000028,2024-05-02T13:13:49.845Z,Outback Oatmeal,7,3,21,amex,370486463322597
1003316,2000179,3000018,2024-05-08T08:49:07.464Z,Pearly Pies,1,3,3,mastercard,2225010906497411
1003317,2000152,3000024,2024-05-09T19:09:38.630Z,Pearly Pies,2,3,6,amex,341268248278294
1003318,2000014,3000032,2024-05-05T16:43:31.574Z,Outback Oatmeal,5,3,15,amex,377357532818712
1003319,2000136,3000030,2024-05-11T18:13:21.641Z,Austin Almond Biscotti,8,3,24,mastercard,2556634935356535
1003320,2000182,3000006,2024-05-11T14:10:45.825Z,Pearly Pies,3,3,9,mastercard,2256561623971544
1003321,2000160,3000036,2024-05-04T04:29:04.126Z,Outback Oatmeal,10,3,30,amex,340230090612559
1003322,2000087,3000005,2024-05-03T13:27:02.161Z,Golden Gate Ginger,4,3,12,amex,344542063423988
1003323,2000007,3000016,2024-05-10T03:50:37.204Z,Pearly Pies,5,3,15,mastercard,5130203649867134
1003324,2000225,3000045,2024-05-12T19:11:55.890Z,Orchard Oasis,7,3,21,mastercard,2261753236532549
1003325,2000151,3000038,2024-05-11T05:08:12.602Z,Tokyo Tidbits,1,3,3,amex,345746710794084
1003326,2000015,3000017,2024-05-05T13:53:28.193Z,Orchard Oasis,3,3,9,visa,4583314827869480
1003327,2000135,3000037,2024-05-14T14:08:55.962Z,Tokyo Tidbits,4,3,12,mastercard,5458948928377445
1003328,2000177,3000024,2024-05-11T04:37:35.043Z,Austin Almond Biscotti,3,3,9,amex,376721990092535
1003330,2000032,3000043,2024-05-14T04:14:20.168Z,Outback Oatmeal,4,3,12,visa,4381319977341465
1003331,2000192,3000008,2024-05-13T23:44:00.047Z,Outback Oatmeal,8,3,24,amex,344360177205302
1003332,2000233,3000009,2024-05-12T13:27:56.511Z,Pearly Pies,8,3,24,mastercard,2388131120078044
1001248,2000194,3000030,2024-05-11T19:58:49.700Z,Austin Almond Biscotti,2,3,6,amex,379399590886288
1001249,2000002,3000017,2024-05-05T19:05:51.913Z,Outback Oatmeal,9,3,27,amex,344146971161043
1001250,2000207,3000031,2024-05-13T02:39:28.454Z,Outback Oatmeal,9,3,27,mastercard,2382491743014933
1001251,2000241,3000010,2024-05-07T22:41:11.953Z,Golden Gate Ginger,8,3,24,amex,343424632443469
1001252,2000293,3000015,2024-05-11T11:19:14.312Z,Pearly Pies,4,3,12,mastercard,2430718658294726
1001253,2000099,3000011,2024-05-11T23:02:06.257Z,Tokyo Tidbits,1,3,3,amex,341656767688408
1001254,2000201,3000005,2024-05-17T08:53:57.032Z,Golden Gate Ginger,10,3,30,visa,4145833866063029
1001255,2000058,3000005,2024-05-15T08:44:41.193Z,Austin Almond Biscotti,5,3,15,mastercard,2492348279877082
1001256,2000113,3000005,2024-05-13T14:36:56.610Z,Orchard Oasis,9,3,27,visa,4053337403195633
1001257,2000245,3000042,2024-05-06T06:56:36.002Z,Outback Oatmeal,4,3,12,mastercard,2720702170096156
1001258,2000020,3000024,2024-05-01T12:21:34.310Z,Orchard Oasis,3,3,9,visa,4221271770433011
1001259,2000081,3000042,2024-05-15T07:21:38.204Z,Orchard Oasis,4,3,12,mastercard,2248257595150651
1001260,2000095,3000043,2024-05-08T21:12:24.710Z,Outback Oatmeal,8,3,24,mastercard,2448605602817894
1001262,2000063,3000030,2024-05-07T06:12:24.526Z,Tokyo Tidbits,5,3,15,amex,343019418416364
1001263,2000019,3000041,2024-05-02T13:11:48.009Z,Golden Gate Ginger,8,3,24,visa,4517114039768772
1001265,2000009,3000016,2024-05-04T04:48:47.004Z,Golden Gate Ginger,7,3,21,amex,376767744339219
1001266,2000019,3000011,2024-05-03T16:15:46.731Z,Outback Oatmeal,9,3,27,visa,4599117948091484
1001267,2000229,3000045,2024-05-11T20:41:58.089Z,Outback Oatmeal,1,3,3,amex,371565297403761
1001268,2000160,3000005,2024-05-17T08:11:46.867Z,Austin Almond Biscotti,8,3,24,mastercard,2712877638016820
1001269,2000186,3000012,2024-05-13T02:44:49.684Z,Golden Gate Ginger,8,3,24,visa,4326444920145652
1001270,2000188,3000030,2024-05-12T03:35:49.875Z,Outback Oatmeal,9,3,27,visa,4783698269191108
1001271,2000147,3000030,2024-05-05T07:55:38.984Z,Outback Oatmeal,10,3,30,amex,377152692988870
1001273,2000249,3000008,2024-05-08T05:16:14.613Z,Austin Almond Biscotti,1,3,3,visa,4302859472239207
1001274,2000095,3000034,2024-05-06T22:54:02.636Z,Orchard Oasis,4,3,12,visa,4381375653075488
1001275,2000266,3000007,2024-05-14T17:14:54.498Z,Golden Gate Ginger,5,3,15,mastercard,5487123379826390
1001276,2000195,3000011,2024-05-06T16:47:39.746Z,Orchard Oasis,10,3,30,visa,4184622727846553
1001277,2000215,3000037,2024-05-06T09:09:21.534Z,Tokyo Tidbits,3,3,9,mastercard,2279582234555719
1001278,2000256,3000016,2024-05-04T04:42:29.353Z,Austin Almond Biscotti,3,3,9,amex,345075575081928
1001279,2000004,3000017,2024-05-16T22:07:44.616Z,Outback Oatmeal,8,3,24,mastercard,2720884884053341
1001280,2000231,3000010,2024-05-09T19:19:57.531Z,Golden Gate Ginger,2,3,6,visa,4649425913929970
1001282,2000177,3000031,2024-05-14T23:41:26.976Z,Tokyo Tidbits,7,3,21,amex,349307172869504
1001283,2000133,3000028,2024-05-15T05:13:17.930Z,Golden Gate Ginger,4,3,12,amex,375343557137297
1001284,2000248,3000036,2024-05-05T23:20:38.729Z,Orchard Oasis,7,3,21,visa,4968655185728089
1001286,2000262,3000042,2024-05-10T02:49:53.289Z,Outback Oatmeal,3,3,9,mastercard,2266947887588827
1001288,2000097,3000016,2024-05-07T21:57:22.695Z,Austin Almond Biscotti,2,3,6,amex,376478879196982
1001290,2000229,3000038,2024-05-04T03:49:02.114Z,Outback Oatmeal,10,3,30,amex,379633675355862
1001291,2000263,3000040,2024-05-04T16:53:49.919Z,Tokyo Tidbits,10,3,30,mastercard,2295862338700225
1001292,2000082,3000016,2024-05-09T11:55:33.793Z,Pearly Pies,8,3,24,mastercard,2704122968112430
1001293,2000233,3000013,2024-05-12T08:38:13.944Z,Golden Gate Ginger,10,3,30,mastercard,2703302828303780
1001294,2000062,3000024,2024-05-14T18:46:32.561Z,Pearly Pies,9,3,27,amex,379780028100691
1001296,2000010,3000013,2024-05-09T07:11:30.182Z,Pearly Pies,3,3,9,mastercard,2384684806937457
1001297,2000155,3000012,2024-05-14T17:02:49.622Z,Orchard Oasis,3,3,9,mastercard,2243796995471402
1001298,2000022,3000004,2024-05-13T02:58:18.227Z,Austin Almond Biscotti,5,3,15,mastercard,2248083061267245
1001299,2000251,3000027,2024-05-02T04:12:24.329Z,Outback Oatmeal,4,3,12,amex,375432869909723
1001300,2000016,3000029,2024-05-05T12:12:01.113Z,Golden Gate Ginger,4,3,12,visa,4782432461614373
1001301,2000188,3000024,2024-05-02T23:26:16.593Z,Austin Almond Biscotti,1,3,3,visa,4371249342453822
1001302,2000213,3000043,2024-05-06T10:37:13.382Z,Austin Almond Biscotti,7,3,21,mastercard,2711063136456088
1001303,2000033,3000041,2024-05-04T16:26:39.292Z,Outback Oatmeal,10,3,30,amex,379068346238611
1001304,2000084,3000037,2024-05-01T20:40:53.837Z,Orchard Oasis,5,3,15,visa,4768619802603226
1001305,2000155,3000027,2024-05-11T01:39:18.611Z,Austin Almond Biscotti,6,3,18,mastercard,2282696787954924
1001306,2000156,3000034,2024-05-08T20:53:45.496Z,Golden Gate Ginger,1,3,3,amex,346820439688205
1001307,2000230,3000008,2024-05-15T04:37:21.272Z,Outback Oatmeal,8,3,24,amex,344441656816734
1001309,2000170,3000034,2024-05-05T08:13:42.877Z,Golden Gate Ginger,2,3,6,visa,4207736424595686
1001311,2000163,3000034,2024-05-04T20:50:38.258Z,Pearly Pies,2,3,6,mastercard,2289392112383434
1001312,2000193,3000044,2024-05-03T18:41:46.547Z,Pearly Pies,4,3,12,amex,374480799440765
1001313,2000234,3000003,2024-05-12T08:43:26.749Z,Austin Almond Biscotti,9,3,27,visa,4805902563253646
1001314,2000214,3000044,2024-05-01T18:02:10.020Z,Tokyo Tidbits,9,3,27,amex,370699732576112
1001315,2000041,3000011,2024-05-07T11:35:20.513Z,Tokyo Tidbits,10,3,30,amex,372019970198636
1001316,2000181,3000024,2024-05-07T14:24:58.725Z,Tokyo Tidbits,4,3,12,visa,4339816474909408
1001317,2000080,3000023,2024-05-03T10:54:01.885Z,Pearly Pies,1,3,3,mastercard,5508356829315540
1001319,2000227,3000038,2024-05-07T10:20:24.265Z,Outback Oatmeal,3,3,9,amex,376781765142725
1001321,2000069,3000031,2024-05-01T06:05:36.306Z,Tokyo Tidbits,10,3,30,visa,4414519712976779
1001323,2000159,3000042,2024-05-11T18:46:27.161Z,Austin Almond Biscotti,3,3,9,mastercard,5591111400252549
1001324,2000150,3000043,2024-05-14T20:04:57.598Z,Orchard Oasis,6,3,18,visa,4213513334860266
1001325,2000134,3000045,2024-05-01T16:04:02.316Z,Austin Almond Biscotti,2,3,6,visa,4940132881201004
1001326,2000053,3000041,2024-05-15T23:00:06.769Z,Austin Almond Biscotti,3,3,9,visa,4982128379911855
1001327,2000117,3000045,2024-05-07T20:45:12.076Z,Tokyo Tidbits,8,3,24,mastercard,2717569930307628
1001328,2000221,3000041,2024-05-03T15:56:53.388Z,Orchard Oasis,2,3,6,visa,4131430666722379
1001329,2000129,3000026,2024-05-09T18:06:48.949Z,Tokyo Tidbits,7,3,21,mastercard,2276075308994248
1001330,2000151,3000030,2024-05-16T13:18:23.653Z,Tokyo Tidbits,2,3,6,mastercard,2280671184679863
1001331,2000296,3000036,2024-05-11T00:57:41.194Z,Outback Oatmeal,10,3,30,visa,4692051496544329
1001332,2000193,3000033,2024-05-17T01:27:50.369Z,Golden Gate Ginger,4,3,12,visa,4327604621942736
1001333,2000271,3000023,2024-05-11T18:11:10.996Z,Tokyo Tidbits,7,3,21,mastercard,5354734229889147
